Sender,Subject,Date,Type
ShopClues <info@offers.shopcluesmail.com>,Khareede Bina Ruk Nahi Paoge! Deals Starting @ Rs.69,"Sat, 12 May 2018 11:50:49 -0000",CATEGORY_PROMOTIONS
Puraniks Builders <newsletters@shopatbest.com>,"Hi Dear, Limited period special discounts on 1 & 2 BHK Homes","Sat, 12 May 2018 16:17:39 +0530",CATEGORY_PROMOTIONS
GoAir <seats@e.gogroup.co.in>,"Maa ke haath jaisa khana, served hot at 30,000 feet.","Sat, 12 May 2018 14:53:04 +0530",CATEGORY_PROMOTIONS
Monster Jobs <jobmessenger@monsterindia.com>,"Lakshay, Top matching jobs for Software Engineer/ Programmer, Fresher",12 May 2018 04:48:42 -0000,CATEGORY_PROMOTIONS
Puravankara Limited <newsletters@shopatbest.com>,"Hello Dear, Iconic Luxury Residence at Singanallur on Trichy Road","Sat, 12 May 2018 09:08:58 +0530",CATEGORY_PROMOTIONS
"""Amazon.in"" <store-news@amazon.in>",Up to 70% off | Kitchen & Dining Summer Sale,"Sat, 12 May 2018 00:03:19 +0000",CATEGORY_PROMOTIONS
Braineet <hello@braineet.com>,Highlights of the week,"Fri, 11 May 2018 20:40:47 +0000 (UTC)",CATEGORY_PROMOTIONS
The Postman Team <thepostmanteam@getpostman.com>,Check Out the Full POST/CON Agenda!,"Fri, 11 May 2018 11:25:59 -0500 (CDT)",CATEGORY_PROMOTIONS
Myntra <support@myntra.com>,It's 30-60% Off,"Fri, 11 May 2018 21:03:10 +0530",CATEGORY_PROMOTIONS
AngelList Talent <newsletters@angel.co>,The Rise of Femtech 👩,"Fri, 11 May 2018 14:57:41 +0000 (UTC)",CATEGORY_PROMOTIONS
Swiggy <Social@swiggy.in>,Go all out from the first delivery,"Fri, 11 May 2018 13:13:26 +0000 (UTC)",CATEGORY_PROMOTIONS
GoAir <seats@e.gogroup.co.in>,Enjoy value back worth more than ₹4000*,"Fri, 11 May 2018 16:50:16 +0530",CATEGORY_PROMOTIONS
Amazon Prime Music <no-reply@amazon.in>,Information about your unused Prime benefit,"Fri, 11 May 2018 10:14:57 +0000",CATEGORY_PROMOTIONS
Airtel <mailer_info@airtel.online>,Summer Surprise: 10% Cashback on MakeMyTrip!,"Fri, 11 May 2018 11:55:48 +0530",CATEGORY_PROMOTIONS
Off Campus Drive <jobs@techgig.com>,Infosys MEGA Off Campus Drive Hiring Freshers As Software Developer - Registration Link Active,11 May 2018 09:23:42 +0530,CATEGORY_PROMOTIONS
Top Tech Trends <user@techgig.com>,Founder Of Flipkart -Sachin Bansal quits | Want to boost your tech skills? These programs can help,11 May 2018 08:38:52 +0530,CATEGORY_PROMOTIONS
"""Amazon.in"" <store-news@amazon.in>",Tupperware | Up to 50% off | Kitchen & Dining,"Fri, 11 May 2018 00:21:46 +0000",CATEGORY_PROMOTIONS
EBOOKLOVERS <mail@ebooklovers.com>,Free & Cheap Ebooks! - May 10 - 2018,"Thu, 10 May 2018 21:59:15 +0000",CATEGORY_PROMOTIONS
Codecademy <newsletter@codecademy.com>,Where to find your coding community,"Thu, 10 May 2018 21:02:36 +0000 (UTC)",CATEGORY_PROMOTIONS
brian@fontawesome.com,"Font Awesome 5.0.13 - ""The Quests for Requests""","Thu, 10 May 2018 20:20:33 +0000",CATEGORY_PROMOTIONS
Apress <apress@newsletter.springer.com>,Last day to save 55% on any Apress eBook,"Thu, 10 May 2018 18:19:18 +0000",CATEGORY_PROMOTIONS
Udacity India <india@udacity.com>,Save 20% on AI Nanodegree programs & get a free Amazon Alexa Dot,"Thu, 10 May 2018 15:23:06 +0000 (UTC)",CATEGORY_PROMOTIONS
ShopClues <info@offers.shopcluesmail.com>,Sabse Bada Dhamaka! Deals Starting @ Rs.69,"Thu, 10 May 2018 12:02:44 -0000",CATEGORY_PROMOTIONS
"""Amazon.in"" <store-news@amazon.in>",Gear up for Summer Sale | May 13–16,"Thu, 10 May 2018 10:57:08 +0000",CATEGORY_PROMOTIONS
Shrenik Kuwad <sk@dscongress.co.in>,Join hands-on Workshop from Machine Learning to Deep Learning,"Thu, 10 May 2018 10:25:43 +0000",CATEGORY_PROMOTIONS
ShopClues <no-reply@mail.shopcluescrm.com>,Sabse Badi Sale Shuru Ho Gayi!,"Thu, 10 May 2018 15:39:55 +0800",CATEGORY_PROMOTIONS
Monster Jobs <jobmessenger@monsterindia.com>,"Lakshay, Top matching jobs for Software Engineer/ Programmer, Fresher",10 May 2018 06:19:21 -0000,CATEGORY_PROMOTIONS
GoAir <seats@e.gogroup.co.in>,"New Number, Same Promise.","Thu, 10 May 2018 10:03:05 +0530",CATEGORY_PROMOTIONS
HP India <crm-ccm.ap-ipg@newsgram.hp.com>,BUY genuine HP accessories at upto 60% OFF. Use code HP10,"Wed, 09 May 2018 21:15:00 -0600",CATEGORY_PROMOTIONS
Flipkart <mail@flipkartletters.com>,"To Mom, with LOVE💝","Thu, 10 May 2018 02:35:01 +0000 (UTC)",CATEGORY_PROMOTIONS
EBOOKLOVERS <mail@ebooklovers.com>,Free & Cheap Ebooks! - May 9 - 2018,"Wed, 09 May 2018 21:59:19 +0000",CATEGORY_PROMOTIONS
Docker Team <dockercon=docker.com@send.aweber.com>,Embark on your Docker Containerization journey at DockerCon 2018,"Wed, 09 May 2018 12:08:07 -0400",CATEGORY_PROMOTIONS
Udacity India <india@udacity.com>,Discovery Week - SAVE 20% on Nanodegree Programs & Get Amazon Echo Dot,"Wed, 09 May 2018 15:09:58 +0000 (UTC)",CATEGORY_PROMOTIONS
GoAir <seats@e.gogroup.co.in>,"#LowFareWednesday is here, fares starting at Rs. 1610*!","Wed, 09 May 2018 12:07:26 +0530",CATEGORY_PROMOTIONS
ShopClues <no-reply@mail.shopcluescrm.com>,Make Your Home Shine!,"Wed, 09 May 2018 15:43:41 +0800",CATEGORY_PROMOTIONS
Jahnvi Thakkar <info@bellaward.com>,Presenting Data Science Congress 2018 Telecom Panel,"Wed, 9 May 2018 07:14:34 +0000",CATEGORY_PROMOTIONS
Puraniks Builders <newsletters@shopatbest.com>,"Hi Dear, Limited period special discounts on 1 & 2 BHK Homes","Wed, 9 May 2018 09:39:26 +0530",CATEGORY_PROMOTIONS
HP India <crm-ccm.ap-ipg@newsgram.hp.com>,"The biggest offer on HP Sprocket- Start buying now at ₹7,999!","Tue, 08 May 2018 21:11:47 -0600",CATEGORY_PROMOTIONS
HP India <crm-ccm.ap-ipg@newsgram.hp.com>,HP Laptops: Upto INR 10000 exchange + Additional Offers upto INR 20000,"Tue, 08 May 2018 21:11:46 -0600",CATEGORY_PROMOTIONS
"""Amazon.in"" <store-news@amazon.in>",Just Launched | Presto - Floor Cleaners & Tissues,"Wed, 9 May 2018 01:31:14 +0000",CATEGORY_PROMOTIONS
Google Analytics <analytics-noreply@google.com>,"[Important Reminder] Review your data retention settings before they take effect on May 25, 2018","Tue, 08 May 2018 16:07:02 +0000",CATEGORY_PROMOTIONS
Udacity India <india@udacity.com>,Master Data Analytics: Last day to enroll into Data Analyst Nanodegree,"Tue, 08 May 2018 14:19:14 +0000 (UTC)",CATEGORY_PROMOTIONS
Goomo <teamgoomo@email.goomooffers.com>,Get up to 30% off on Domestic Hotels. Book Now!,"Tue, 8 May 2018 14:45:54 +0200 (CEST)",CATEGORY_PROMOTIONS
ShopClues <no-reply@mail.shopcluescrm.com>,Electronic Bazaar mein Upto 90% Off,"Tue, 08 May 2018 15:45:34 +0800",CATEGORY_PROMOTIONS
Jahnvi Thakkar <info@bellaward.com>,"1st Public apperance at Data Science Congress 2018, Mumbai","Tue, 8 May 2018 07:13:41 +0000",CATEGORY_PROMOTIONS
"""Provident Housing Ltd."" <newsletters@shopatbest.com>","Hey Dear, 2/3 BHK Homes starting Rs.47 Lacs","Tue, 8 May 2018 11:22:30 +0530",CATEGORY_PROMOTIONS
Monster Jobs <jobmessenger@monsterindia.com>,"Lakshay, Top matching jobs for Software Engineer/ Programmer, Fresher",8 May 2018 05:42:33 -0000,CATEGORY_PROMOTIONS
Top Tech Trends <user@techgig.com>,Bill Gates : Technology can help India leapfrog into inclusive growth | India Is Creating Millions Of High Skilled Jobs,08 May 2018 06:10:38 +0530,CATEGORY_PROMOTIONS
"""Amazon.in"" <store-news@amazon.in>",Rs.99 Deals,"Tue, 8 May 2018 00:23:46 +0000",CATEGORY_PROMOTIONS
Amazon Prime <store-news@amazon.in>,"Your Prime Membership: OnePlus 6 launch, Prime exclusive deals on Forest Essentials & StudioX Set Wet","Tue, 8 May 2018 00:07:16 +0000",CATEGORY_PROMOTIONS
EBOOKLOVERS <mail@ebooklovers.com>,Free & Cheap Ebooks! - May 7 - 2018,"Mon, 07 May 2018 21:59:24 +0000",CATEGORY_PROMOTIONS
"""Myntra.com"" <info@myntra.com>",30-60% OFF on Cool Casuals 👕👖,"Mon, 7 May 2018 23:02:29 +0530",CATEGORY_PROMOTIONS
Apress <apress@newsletter.springer.com>,April showers bring May...,"Mon, 7 May 2018 14:21:02 +0000",CATEGORY_PROMOTIONS
Udacity India <india@udacity.com>,The All New Python Foundation Nanodegree (Content & Project added),"Mon, 07 May 2018 13:52:33 +0000 (UTC)",CATEGORY_PROMOTIONS
SpiceJet <spicejet@web-spicejet.com>,"Instant 1000/- off and free Priority Check-In on flight bookings. Hurry, book now!","Mon, 07 May 2018 15:11:56 +0530",CATEGORY_PROMOTIONS
"""Amazon.in"" <store-news@amazon.in>","This 13th, make her feel special","Mon, 7 May 2018 09:17:14 +0000",CATEGORY_PROMOTIONS
Top Tech Trends <user@techgig.com>,JPMorgans Latest hiring Strategy | How To Land a six-figure Tech Job,07 May 2018 06:10:09 +0530,CATEGORY_PROMOTIONS
"""Amazon.in"" <store-news@amazon.in>",International kitchen essentials - Amazon global store,"Mon, 7 May 2018 00:04:27 +0000",CATEGORY_PROMOTIONS
EBOOKLOVERS <mail@ebooklovers.com>,Free & Cheap Ebooks! - May 6 - 2018,"Sun, 06 May 2018 22:21:19 +0000",CATEGORY_PROMOTIONS
GoAir <seats@e.gogroup.co.in>,Appiness is just a click away – Get ₹500* off on weekends,"Sun, 06 May 2018 11:53:10 +0530",CATEGORY_PROMOTIONS
Monster Jobs <jobmessenger@monsterindia.com>,"Lakshay, Top matching jobs for Software Engineer/ Programmer, Fresher",6 May 2018 06:33:13 -0000,CATEGORY_PROMOTIONS
Top Tech Trends <user@techgig.com>,Flipkart And Amazon Recruitment 2018:That You Must Know | H-1B issue: Tech staffing firms file a lawsuit against USCIS,06 May 2018 06:11:11 +0530,CATEGORY_PROMOTIONS
EBOOKLOVERS <mail@ebooklovers.com>,Free & Cheap Ebooks! - May 5 - 2018,"Sat, 05 May 2018 21:59:17 +0000",CATEGORY_PROMOTIONS
Udacity India <india@udacity.com>,All New Front-end Nanodegree Program - Explore Now,"Sat, 05 May 2018 13:31:16 +0000 (UTC)",CATEGORY_PROMOTIONS
HP India <crm-ccm.ap-ipg@newsgram.hp.com>,Save more on HP Laptops this IPL season,"Fri, 04 May 2018 20:14:01 -0600",CATEGORY_PROMOTIONS
Top Tech Trends <user@techgig.com>,Why Hyderabad Scores High In Job Security For IT Employees? | 11 Traits Tech Team Members Need,05 May 2018 07:48:33 +0530,CATEGORY_PROMOTIONS
"""Amazon.in"" <store-news@amazon.in>","Lakshay Bhambri, Hot weekend deals for you!","Sat, 5 May 2018 01:13:21 +0000",CATEGORY_PROMOTIONS
Shine Learning <info@edm.konnectmail.com>,Become a Data Scientist by doing this 5 Month Course,"Fri, 4 May 2018 09:09:38 +0200 (CEST)",CATEGORY_FORUMS
IT Helpline <itfresherhelpline@gmail.com>,"Job Opening for BE,BTECH,MCA,BCA,BSC-IT,MSC-IT at Accentutre/Trigent Software","Sun, 18 Mar 2018 22:19:40 -0700 (PDT)",CATEGORY_FORUMS
Stack Exchange <do-not-reply@stackexchange.com>,"Stack Overflow Weekly Newsletter - Tuesday, January 16, 2018","Tue, 16 Jan 2018 18:44:27 +0000",CATEGORY_FORUMS
Stack Exchange <do-not-reply@stackexchange.com>,"Stack Overflow Weekly Newsletter - Tuesday, January 9, 2018","Tue, 09 Jan 2018 18:36:03 +0000",CATEGORY_FORUMS
Stack Exchange <do-not-reply@stackexchange.com>,"Stack Overflow Weekly Newsletter - Tuesday, January 2, 2018","Tue, 02 Jan 2018 18:41:03 +0000",CATEGORY_FORUMS
Stack Exchange <do-not-reply@stackexchange.com>,"Stack Overflow Weekly Newsletter - Tuesday, December 26, 2017","Tue, 26 Dec 2017 18:38:36 +0000",CATEGORY_FORUMS
Stack Exchange <do-not-reply@stackexchange.com>,"Stack Overflow Weekly Newsletter - Tuesday, December 12, 2017","Tue, 12 Dec 2017 18:35:35 +0000",CATEGORY_FORUMS
Stack Exchange <do-not-reply@stackexchange.com>,"Stack Overflow Weekly Newsletter - Tuesday, December 5, 2017","Tue, 05 Dec 2017 18:38:27 +0000",CATEGORY_FORUMS
Stack Exchange <do-not-reply@stackexchange.com>,"Stack Overflow Weekly Newsletter - Tuesday, November 28, 2017","Tue, 28 Nov 2017 18:48:30 +0000",CATEGORY_FORUMS
Stack Exchange <do-not-reply@stackexchange.com>,"Stack Overflow Weekly Newsletter - Tuesday, November 21, 2017","Tue, 21 Nov 2017 18:35:37 +0000",CATEGORY_FORUMS
Stack Exchange <do-not-reply@stackexchange.com>,"Stack Overflow Weekly Newsletter - Tuesday, November 14, 2017","Tue, 14 Nov 2017 18:49:05 +0000",CATEGORY_FORUMS
Stack Exchange <do-not-reply@stackexchange.com>,"Stack Overflow Weekly Newsletter - Tuesday, November 7, 2017","Tue, 07 Nov 2017 18:39:31 +0000",CATEGORY_FORUMS
Stack Exchange <do-not-reply@stackexchange.com>,"Stack Overflow Weekly Newsletter - Tuesday, October 31, 2017","Tue, 31 Oct 2017 18:41:20 +0000",CATEGORY_FORUMS
Stack Exchange <do-not-reply@stackexchange.com>,"Stack Overflow Weekly Newsletter - Tuesday, October 24, 2017","Tue, 24 Oct 2017 18:47:56 +0000",CATEGORY_FORUMS
Stack Exchange <do-not-reply@stackexchange.com>,"Stack Overflow Weekly Newsletter - Tuesday, October 17, 2017","Tue, 17 Oct 2017 18:34:57 +0000",CATEGORY_FORUMS
Stack Exchange <do-not-reply@stackexchange.com>,"Stack Overflow Weekly Newsletter - Tuesday, October 10, 2017","Tue, 10 Oct 2017 18:40:30 +0000",CATEGORY_FORUMS
Stack Exchange <do-not-reply@stackexchange.com>,"Stack Overflow Weekly Newsletter - Tuesday, October 3, 2017","Tue, 03 Oct 2017 18:41:18 +0000",CATEGORY_FORUMS
Stack Exchange <do-not-reply@stackexchange.com>,"Stack Overflow Weekly Newsletter - Tuesday, September 26, 2017","Tue, 26 Sep 2017 18:33:52 +0000",CATEGORY_FORUMS
Stack Exchange <do-not-reply@stackexchange.com>,"Stack Overflow Weekly Newsletter - Tuesday, September 19, 2017","Tue, 19 Sep 2017 18:38:15 +0000",CATEGORY_FORUMS
Stack Exchange <do-not-reply@stackexchange.com>,"Stack Overflow Weekly Newsletter - Tuesday, September 12, 2017","Tue, 12 Sep 2017 19:01:55 +0000",CATEGORY_FORUMS
Stack Exchange <do-not-reply@stackexchange.com>,"Stack Overflow Weekly Newsletter - Tuesday, September 5, 2017","Tue, 05 Sep 2017 19:41:56 +0000",CATEGORY_FORUMS
Stack Exchange <do-not-reply@stackexchange.com>,"Stack Overflow Weekly Newsletter - Tuesday, August 29, 2017","Tue, 29 Aug 2017 18:40:56 +0000",CATEGORY_FORUMS
Stack Exchange <do-not-reply@stackexchange.com>,"Stack Overflow Weekly Newsletter - Tuesday, August 22, 2017","Tue, 22 Aug 2017 18:38:15 +0000",CATEGORY_FORUMS
angita <cyber10.success@gmail.com>,New Weekday Batch for Selenium     @ CYBER SUCCESS,"Wed, 16 Aug 2017 03:10:48 -0700 (PDT)",CATEGORY_FORUMS
Stack Exchange <do-not-reply@stackexchange.com>,"Stack Overflow Weekly Newsletter - Tuesday, August 15, 2017","Tue, 15 Aug 2017 18:36:48 +0000",CATEGORY_FORUMS
angita <cyber10.success@gmail.com>,Independence Day Offer On Development Courses @ CYBER SUCCESS,"Mon, 14 Aug 2017 22:28:36 -0700 (PDT)",CATEGORY_FORUMS
angita <cyber10.success@gmail.com>,Independence Day Offer @ CYBER SUCCESS,"Mon, 14 Aug 2017 03:38:25 -0700 (PDT)",CATEGORY_FORUMS
angita <cyber10.success@gmail.com>,Software Testing Fresher’s Requirement And interview Updates   @   CYBER SUCCESS,"Sat, 12 Aug 2017 03:39:58 -0700 (PDT)",CATEGORY_FORUMS
angita <cyber10.success@gmail.com>,Free 3 days demo on Manual Testing @ CYBER SUCCESS Starting from 16th August 2017,"Fri, 11 Aug 2017 01:33:08 -0700 (PDT)",CATEGORY_FORUMS
angita <cyber10.success@gmail.com>,Software Testing Fresher’s Requirement @ CYBER SUCCESS,"Thu, 10 Aug 2017 03:39:36 -0700 (PDT)",CATEGORY_FORUMS
angita <cyber10.success@gmail.com>,New Weekend Batch for Angular JS @ CYBER SUCCESS Starting from 12th August 2017,"Thu, 10 Aug 2017 03:07:49 -0700 (PDT)",CATEGORY_FORUMS
angita <cyber10.success@gmail.com>,FREE WORKSHOP on PHP/ Advanced PHP @ CYBER SUCCESS,"Wed, 9 Aug 2017 00:06:44 -0700 (PDT)",CATEGORY_FORUMS
Stack Exchange <do-not-reply@stackexchange.com>,"Stack Overflow Weekly Newsletter - Tuesday, August 8, 2017","Tue, 08 Aug 2017 18:34:19 +0000",CATEGORY_FORUMS
angita <cyber10.success@gmail.com>,"Urgent Opening for Web Developer (PHP) Internship, Through Cyber Success","Tue, 8 Aug 2017 02:26:07 -0700 (PDT)",CATEGORY_FORUMS
angita <cyber10.success@gmail.com>,"Urgent Opening for Software Testing in Navi Mumbai, Through Cyber Success","Tue, 8 Aug 2017 02:24:22 -0700 (PDT)",CATEGORY_FORUMS
angita <cyber10.success@gmail.com>,Java Developer Fresher’s Requirement @ CYBER SUCCESS,"Tue, 8 Aug 2017 02:18:10 -0700 (PDT)",CATEGORY_FORUMS
angita <cyber10.success@gmail.com>,C#/ ASP.NET/ MVC + PHP + Frameworks + CMS + Project @ 25000/- Rs. @   CYBER SUCCESS,"Sun, 6 Aug 2017 00:53:31 -0700 (PDT)",CATEGORY_FORUMS
angita <cyber10.success@gmail.com>,C#/ ASP.NET/ MVC + Core Java + Android + Project Just @ 25000/- Rs. @   CYBER SUCCESS,"Sun, 6 Aug 2017 00:48:49 -0700 (PDT)",CATEGORY_FORUMS
angita <cyber10.success@gmail.com>,C#/ ASP.NET/ MVC +Angular JS + Project Just @ 25000/- Rs. @   CYBER SUCCESS,"Sat, 5 Aug 2017 23:27:27 -0700 (PDT)",CATEGORY_FORUMS
angita <cyber10.success@gmail.com>,PHP + Frameworks + CMS + Core Java + Android just @ 25000/- Rs. @   CYBER SUCCESS,"Sat, 5 Aug 2017 04:47:48 -0700 (PDT)",CATEGORY_FORUMS
angita <cyber10.success@gmail.com>,"Urgent Opening for DOT NET DEVELOPER, Through Cyber Success","Fri, 4 Aug 2017 22:25:00 -0700 (PDT)",CATEGORY_FORUMS
angita <cyber10.success@gmail.com>,FREE  WORKSHOP ON  SOFTWARE  DEVELOPMENT (Core Java – OCJP) @ CYBER SUCCESS,"Fri, 4 Aug 2017 04:09:45 -0700 (PDT)",CATEGORY_FORUMS
angita <cyber10.success@gmail.com>,FREE WORKSHOP ON MANUAL TESTING @ CYBER SUCCESS,"Fri, 4 Aug 2017 03:00:55 -0700 (PDT)",CATEGORY_FORUMS
angita <cyber10.success@gmail.com>,Walk in for android developer,"Thu, 3 Aug 2017 22:22:48 -0700 (PDT)",CATEGORY_FORUMS
angita <cyber10.success@gmail.com>,Angular JS + PHP + Frameworks + Web services + SQL + PLSQL just @ 25000/- Rs.,"Thu, 3 Aug 2017 03:57:55 -0700 (PDT)",CATEGORY_FORUMS
angita <cyber10.success@gmail.com>,Requirement updates for software freshers @ Cyber Success,"Wed, 2 Aug 2017 05:11:22 -0700 (PDT)",CATEGORY_FORUMS
angita <cyber10.success@gmail.com>,Java+J2EE+Android just @ 25000/- @ CYBER SUCCESS,"Tue, 1 Aug 2017 23:50:10 -0700 (PDT)",CATEGORY_FORUMS
Stack Exchange <do-not-reply@stackexchange.com>,"Stack Overflow Weekly Newsletter - Tuesday, August 1, 2017","Tue, 01 Aug 2017 18:58:13 +0000",CATEGORY_FORUMS
angita <cyber10.success@gmail.com>,Requirement updates for software freshers @ Cyber Success,"Tue, 1 Aug 2017 03:59:47 -0700 (PDT)",CATEGORY_FORUMS
angita <cyber10.success@gmail.com>,"Hearty Congratulations!!! Placed in Lumedx, Through Cyber Success.","Mon, 31 Jul 2017 05:53:54 -0700 (PDT)",CATEGORY_FORUMS
angita <cyber10.success@gmail.com>,PHP Developer Requirement @ CYBER SUCCESS,"Mon, 31 Jul 2017 01:11:23 -0700 (PDT)",CATEGORY_FORUMS
angita <cyber10.success@gmail.com>,New Weekday Batch for ANDROID @ CYBER SUCCESS Starting from 1ST August 2017.,"Sun, 30 Jul 2017 00:40:17 -0700 (PDT)",CATEGORY_FORUMS
angita <cyber10.success@gmail.com>,New Weekend Batch for JAVA J2EE @ CYBER SUCCESS Starting from 1st August 2017,"Sat, 29 Jul 2017 05:00:06 -0700 (PDT)",CATEGORY_FORUMS
angita <cyber10.success@gmail.com>,"Urgent Opening for Automation Testing in Pune, Through Cyber Success","Fri, 28 Jul 2017 05:48:16 -0700 (PDT)",CATEGORY_FORUMS
angita <cyber10.success@gmail.com>,Requirement updates for software freshers @ Cyber Success,"Thu, 27 Jul 2017 23:42:16 -0700 (PDT)",CATEGORY_FORUMS
angita <cyber10.success@gmail.com>,Monsoon 50 - 50 Offer for PHP/Advanced PHP  @ Cyber Success,"Thu, 27 Jul 2017 04:48:30 -0700 (PDT)",CATEGORY_FORUMS
angita <cyber10.success@gmail.com>,New Weekend Batch for Angular JS @ CYBER SUCCESS Starting from 29th July 2017,"Thu, 27 Jul 2017 01:58:34 -0700 (PDT)",CATEGORY_FORUMS
angita <cyber10.success@gmail.com>,"Urgent Opening for Dot Net Developer in Pune, Through Cyber Success","Thu, 27 Jul 2017 00:57:34 -0700 (PDT)",CATEGORY_FORUMS
angita <cyber10.success@gmail.com>,"Urgent Opening for PHP Developer in Pune, Through Cyber Success","Thu, 27 Jul 2017 00:29:29 -0700 (PDT)",CATEGORY_FORUMS
angita <cyber10.success@gmail.com>,"Urgent Opening for Android Developer in Pune, Through Cyber Success","Wed, 26 Jul 2017 07:10:19 -0700 (PDT)",CATEGORY_FORUMS
angita <cyber10.success@gmail.com>,Software Testing Fresher’s Requirement @ CYBER SUCCESS,"Wed, 26 Jul 2017 01:23:22 -0700 (PDT)",CATEGORY_FORUMS
Stack Exchange <do-not-reply@stackexchange.com>,"Stack Overflow Weekly Newsletter - Tuesday, July 25, 2017","Tue, 25 Jul 2017 20:30:40 +0000",CATEGORY_FORUMS
Stack Exchange <do-not-reply@stackexchange.com>,"Stack Overflow Weekly Newsletter - Tuesday, June 27, 2017","Tue, 27 Jun 2017 18:54:46 +0000",CATEGORY_FORUMS
Stack Exchange <do-not-reply@stackexchange.com>,"Stack Overflow Weekly Newsletter - Tuesday, October 11, 2016","Tue, 11 Oct 2016 18:38:16 +0000",CATEGORY_FORUMS
Stack Exchange <do-not-reply@stackexchange.com>,"Stack Overflow Weekly Newsletter - Tuesday, August 30, 2016","Tue, 30 Aug 2016 18:27:12 +0000",CATEGORY_FORUMS
Stack Exchange <do-not-reply@stackexchange.com>,"Stack Overflow Weekly Newsletter - Tuesday, August 23, 2016","Tue, 23 Aug 2016 18:25:58 +0000",CATEGORY_FORUMS
Stack Exchange <do-not-reply@stackexchange.com>,"Stack Overflow Weekly Newsletter - Tuesday, June 21, 2016","Tue, 21 Jun 2016 18:24:03 +0000",CATEGORY_FORUMS
Stack Exchange <do-not-reply@stackexchange.com>,"Stack Overflow Weekly Newsletter - Tuesday, May 17, 2016","Tue, 17 May 2016 18:18:02 +0000",CATEGORY_FORUMS
Stack Exchange <do-not-reply@stackexchange.com>,"Stack Overflow Weekly Newsletter - Tuesday, January 12, 2016","Tue, 12 Jan 2016 18:13:59 +0000",CATEGORY_FORUMS
Stack Exchange <do-not-reply@stackexchange.com>,"Stack Overflow Weekly Newsletter - Tuesday, July 14, 2015","Tue, 14 Jul 2015 17:52:44 +0000",CATEGORY_FORUMS
Prateek Saraf <da.prateek@gmail.com>,Re: Web Service changes,"Sun, 5 Jul 2015 00:22:29 +0530",CATEGORY_FORUMS
Prateek Saraf <da.prateek@gmail.com>,Re: Web Service changes,"Thu, 2 Jul 2015 13:47:24 +0530",CATEGORY_FORUMS
Sidharth Sethia <sethiasidharth@gmail.com>,Web Service changes,"Wed, 1 Jul 2015 14:32:16 +0530",CATEGORY_FORUMS
Stack Exchange <do-not-reply@stackexchange.com>,"Stack Overflow Weekly Newsletter - Tuesday, June 30, 2015","Tue, 30 Jun 2015 17:50:03 +0000",CATEGORY_FORUMS
